uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID,rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months
3,2,Y,B,N,12215,34383.09,4546.29,4171.16,34240.09,12169,85.13,698.78,248.35,100,25,94,75.0,19.0,93.0,R,MIDWEST AREA,N,R,29.98999023,4.0,4.0,WC,0.0,0.0,O,2.0,S,U,2.0,M,5.0,2.0,C,A,0.0,S,U,U,U,U,U,Y,358.0,1000267,92.115,79.5,94.99,0.0,0.0,0.0,0.0,0.0,0.0,-61.5,-5.325,0.0,0.0,0.0,0.0,2.666666667,0.0,7.666666667,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,0.0,0.0,1.666666667,3.53,0.0,0.0,4.666666667,0.0,7.636666667,0.0,0.333333333,0.0,0.093333333,0.0,0.0,7.666666667,5.0,0.0,0.0,1,50
1,1,N,A,N,33550,69206.03333,5950.05,5626.0,68549.03,33156,110.31,1344.1,650.12,2254,1019,377,1892.0,825.0,267.0,S,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,4.0,4.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,U,U,U,U,U,U,N,294.0,1000268,269.2825,1821.25,62.9775,0.7425,608.75,213.0625,213.0625,0.0,0.0,-1298.25,-324.3025,12.33333333,0.0,4.0,0.0,69.33333333,0.0,354.3333333,0.0,710.0,0.0,279.0,0.0,0.0,0.0,0.0,343.6666667,0.0,316.5733333,0.0,1112.89,80.33333333,41.21333333,49.33333333,65.47666667,868.6666667,0.0,1254.273333,0.0,110.0,0.0,175.19,0.0,16.33333333,354.3333333,279.0,0.0,45.33333333,1,52
3,2,Y,B,N,15898,54832.14333,3750.49,3657.94,54455.14,15757,77.83,1158.62,335.26,652,221,34,626.0,218.0,32.0,U,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,7.0,4.0,WCMB,0.0,0.0,O,13.0,S,M,3.0,M,9.0,2.0,C,A,0.0,N,U,U,U,U,U,Y,431.0,1000269,33.54,656.0,44.99,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-0.3,2.666666667,0.0,7.0,0.0,538.0,0.0,743.6666667,0.0,24.66666667,0.0,197.0,0.0,6.333333333,8.0,5.426666667,10.0,0.0,392.49,0.0,63.05666667,34.0,36.15,12.0,36.39,85.0,0.0,124.3833333,0.0,135.3333333,0.0,331.16,0.0,9.666666667,743.6666667,197.0,0.0,0.333333333,1,48
3,1,Y,A,N,26258,62200.0,4779.75,4469.4,61758.0,26115,87.64,1210.94,512.06,1060,432,103,1052.0,446.0,117.0,S,MIDWEST AREA,Y,N,29.98999023,2.0,2.0,,1.0,1.0,O,11.0,S,M,3.0,M,1.0,3.0,C,A,0.0,U,U,U,U,U,U,Y,957.0,1000270,96.09,889.75,84.99,0.0,52.75,21.1,21.1,0.0,0.0,-510.75,-21.1,6.333333333,0.0,6.0,0.0,42.0,0.0,380.0,0.0,21.33333333,0.0,326.0,0.0,0.333333333,0.333333333,0.1,6.0,0.0,521.3166667,0.0,90.01666667,10.0,5.913333333,2.666666667,14.72,264.6666667,0.0,471.01,0.0,82.33333333,0.0,140.3233333,0.0,12.33333333,380.0,326.0,0.0,3.333333333,1,53
3,1,N,B,N,4594,11551.12333,2497.87,2422.95,11376.12,4499,50.48,237.0,93.73,363,130,51,302.0,110.0,46.0,S,SOUTHWEST AREA,Y,N,149.9899902,4.0,4.0,WCMB,1.0,1.0,O,11.0,M,M,3.0,M,7.0,,C,O,0.0,S,U,U,U,U,U,Y,293.0,1000271,63.2975,414.75,44.99,1.2375,88.0,30.8,30.8,0.0,1.47,156.25,37.9825,4.666666667,0.0,2.0,0.0,25.66666667,0.0,140.6666667,0.0,45.0,0.0,109.0,0.0,0.0,0.0,0.0,21.66666667,0.666666667,219.9933333,0.0,105.9133333,10.0,12.84666667,0.0,0.0,120.3333333,0.0,262.51,0.0,26.66666667,0.0,63.39666667,0.0,6.666666667,140.6666667,109.0,0.0,0.666666667,1,50
1,1,Y,C,Y,2816,5441.0,987.55,958.88,5317.0,2731,47.94,265.85,136.55,152,36,52,321.0,132.0,76.0,,CHICAGO AREA,Y,N,149.9899902,4.0,4.0,WCMB,0.0,0.0,O,6.0,,S,1.0,M,1.0,2.0,C,,0.0,H,U,U,U,U,U,Y,90.0,1000272,48.985,188.5,49.99,0.2475,0.0,0.0,0.0,0.0,0.0,110.5,-8.995,2.0,0.0,0.333333333,0.0,25.0,0.0,68.0,0.0,13.66666667,0.0,41.33333333,0.0,1.666666667,6.333333333,5.093333333,4.333333333,0.0,130.5666667,0.0,52.52,8.666666667,15.68666667,1.666666667,3.4,33.66666667,0.0,78.62333333,0.0,19.0,0.0,104.4633333,0.0,2.333333333,68.0,41.33333333,0.0,0.333333333,1,50
1,1,Y,A,N,7789,24355.0,3202.98,3166.81,24352.0,7788,63.34,487.04,155.76,299,117,43,288.0,115.0,40.0,T,SOUTH FLORIDA AREA,Y,R,9.989997864,3.0,3.0,WC,1.0,0.0,O,15.0,S,S,4.0,M,9.0,1.0,C,A,0.0,N,U,U,U,U,U,Y,650.0,1000273,41.05,264.25,35.0,0.0,13.5,4.05,4.05,0.0,0.0,-104.25,-6.05,5.333333333,0.0,10.0,0.0,5.0,0.0,69.66666667,0.0,29.0,0.0,50.66666667,0.0,0.0,0.0,0.0,6.666666667,0.0,118.5666667,0.0,137.9966667,25.0,27.17666667,0.0,0.0,50.33333333,0.0,171.1533333,0.0,28.0,0.0,85.41333333,0.0,15.33333333,69.66666667,50.66666667,0.0,1.0,1,52
2,2,N,BA,N,40653,70637.0,4691.51,4586.51,70314.0,40436,86.54,1326.68,762.94,1410,610,136,1599.0,781.0,116.0,R,TENNESSEE AREA,Y,N,199.9899902,14.0,9.0,WCMB,1.0,1.0,O,12.0,M,M,4.0,M,6.0,2.0,C,A,0.0,N,U,U,U,U,U,Y,115.0,1000274,121.0,1332.75,75.0,0.0,229.25,45.85,45.85,0.0,0.0,-232.75,-46.0,16.66666667,0.0,8.333333333,0.0,51.0,0.0,329.6666667,0.0,248.0,0.0,260.0,0.0,3.333333333,35.66666667,33.83,120.3333333,0.0,515.35,0.0,403.6,56.0,49.97333333,76.0,126.4833333,389.6666667,0.0,673.6533333,0.0,112.0,0.0,245.3,0.0,25.0,329.6666667,260.0,0.0,16.66666667,0,54
1,1,N,A,N,13128,62265.14,5633.1,5534.91,61871.14,13046,104.43,1167.38,246.15,1248,233,137,1597.0,314.0,147.0,S,OHIO AREA,Y,N,79.98999023,2.0,2.0,WCMB,0.0,0.0,O,4.0,S,M,2.0,M,2.0,2.0,G,A,0.0,N,U,U,Y,U,U,Y,348.0,1000275,125.2325,1104.0,60.0,0.2475,250.25,25.025,25.025,0.0,0.16,-431.0,-34.2325,2.0,0.0,0.666666667,0.0,64.33333333,0.0,205.0,0.0,49.0,0.0,139.6666667,0.0,6.0,9.333333333,4.22,13.66666667,0.0,739.8433333,0.0,264.96,28.33333333,27.37666667,10.0,94.76,143.6666667,0.0,700.1466667,0.0,40.66666667,0.0,304.6566667,0.0,2.666666667,205.0,139.6666667,0.0,5.0,1,54
2,2,N,A,N,963,2413.0,1313.98,1282.48,2346.0,921,27.29,49.91,19.6,20,10,20,24.0,12.0,26.0,T,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,1.0,1.0,,0.0,0.0,O,7.0,S,U,2.0,M,6.0,,C,A,0.0,S,U,U,U,U,U,N,1471.0,1000276,22.6275,15.25,29.99,0.0,0.0,0.0,0.0,0.0,0.0,-15.25,7.3625,0.0,0.0,0.0,0.0,2.0,0.0,7.666666667,0.0,1.0,0.0,5.666666667,0.0,0.0,0.0,0.0,1.0,0.0,4.533333333,0.0,0.183333333,1.0,1.316666667,0.0,0.0,4.333333333,0.0,4.033333333,0.0,2.0,0.0,0.683333333,0.0,0.0,7.666666667,5.666666667,0.0,0.0,1,48
2,2,N,A,N,3328,8769.0,1934.78,1821.74,8479.0,3187,40.48,188.42,70.82,317,110,40,316.0,100.0,38.0,C,MIDWEST AREA,N,R,9.989997864,2.0,2.0,,0.0,0.0,O,14.0,S,M,3.0,M,9.0,2.0,C,A,0.0,Z,U,U,U,U,U,Y,881.0,1000277,39.5925,320.75,35.0,0.0,6.25,1.5625,1.5625,0.0,0.0,10.25,-2.0025,0.666666667,0.0,3.666666667,0.0,31.66666667,0.0,135.6666667,0.0,11.33333333,0.0,100.0,0.0,1.333333333,3.333333333,2.46,6.666666667,0.0,221.7933333,0.0,28.38,15.66666667,8.426666667,1.0,4.403333333,71.0,0.0,145.45,0.0,40.0,0.0,104.72,0.0,4.333333333,135.6666667,100.0,0.0,0.0,1,48
1,1,U,A,N,16315,52035.0,4281.0,4213.43,51195.0,15996,81.03,984.52,307.62,519,121,88,637.0,136.0,84.0,S,GREAT LAKES AREA,Y,N,149.9899902,9.0,9.0,WCMB,0.0,0.0,O,4.0,S,M,5.0,M,4.0,2.0,C,A,0.0,I,U,U,U,U,U,Y,86.0,1000278,78.6375,434.5,69.99,0.2475,71.0,28.4,28.4,0.0,0.0,-254.5,-28.6475,9.666666667,0.0,0.0,0.0,26.66666667,0.0,135.6666667,0.333333333,70.66666667,0.0,99.66666667,0.333333333,0.0,0.0,0.0,39.33333333,0.0,292.7966667,0.01,203.9566667,26.0,28.48333333,7.0,27.17,97.33333333,0.0,287.5733333,0.0,50.33333333,0.333333333,209.18,0.01,9.666666667,136.0,100.0,0.0,0.0,1,54
2,2,N,A,N,32467,107484.8333,8658.3,8516.09,106832.83,32245,224.11,2811.39,848.55,2816,829,312,3093.0,932.0,285.0,C,DALLAS AREA,Y,N,129.9899902,2.0,2.0,WCMB,1.0,0.0,O,8.0,S,M,2.0,M,6.0,1.0,I,A,0.0,N,U,U,Y,U,U,N,631.0,1000279,316.4725,3148.0,75.0,17.5725,1306.25,130.625,130.625,0.0,0.0,997.0,14.3375,17.33333333,0.0,25.0,0.0,89.0,0.0,575.3333333,0.0,188.3333333,0.0,449.6666667,0.0,5.333333333,12.33333333,8.456666667,72.66666667,0.0,1443.906667,0.0,789.3366667,77.0,95.01,14.0,43.18666667,471.6666667,0.0,1698.053333,0.0,149.0,0.0,535.19,0.0,42.33333333,575.3333333,449.6666667,0.0,37.66666667,1,50
1,1,Y,A,N,7974,12701.0,1775.28,1755.53,12691.0,7966,38.16,275.89,173.17,377,243,31,369.0,241.0,35.0,S,DALLAS AREA,N,N,29.98999023,3.0,2.0,WC,1.0,0.0,O,6.0,S,M,5.0,M,4.0,1.0,,A,1.0,O,U,U,U,U,U,Y,566.0,1000280,30.27,325.75,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-153.75,-0.27,4.333333333,0.0,0.666666667,0.0,9.666666667,0.0,87.66666667,0.0,97.33333333,0.0,76.0,0.0,0.0,0.0,0.0,49.0,0.0,67.86,0.0,152.4533333,21.66666667,12.44333333,23.66666667,35.66333333,79.0,0.0,112.5033333,0.0,91.33333333,0.0,107.81,0.0,5.0,87.66666667,76.0,0.0,0.0,1,48
1,1,N,A,N,1713,3962.0,1700.46,1676.96,3864.0,1680,34.22,78.86,34.29,19,10,30,21.0,6.0,31.0,,MIDWEST AREA,N,N,29.98999023,1.0,1.0,,0.0,0.0,O,2.0,M,S,3.0,M,5.0,1.0,C,I,0.0,G,U,U,U,U,U,Y,1531.0,1000281,29.99,14.5,29.99,0.0,0.0,0.0,0.0,0.0,0.0,-14.5,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,9.666666667,0.0,1.666666667,0.0,9.333333333,0.0,0.0,0.0,0.0,0.666666667,0.0,12.05666667,0.0,1.866666667,0.666666667,1.12,0.0,0.0,5.666666667,0.0,9.313333333,0.0,5.333333333,0.0,4.61,0.0,0.0,9.666666667,9.333333333,0.0,0.0,1,50
1,1,Y,B,N,36144,76125.0,4948.25,4671.75,76125.0,36144,88.15,1436.32,681.96,1566,758,69,1724.0,766.0,87.0,C,DALLAS AREA,N,N,129.9899902,5.0,5.0,WCMB,0.0,0.0,O,2.0,S,B,1.0,M,9.0,,C,A,0.0,N,U,U,U,U,U,Y,224.0,1000282,59.2625,1175.25,52.0375,0.0,45.25,4.525,4.525,0.0,0.0,-1173.25,-29.2725,5.666666667,0.0,2.666666667,0.0,152.3333333,0.0,668.0,0.0,178.6666667,0.0,508.3333333,0.0,1.666666667,10.0,9.066666667,70.66666667,0.0,687.88,0.0,498.6933333,94.33333333,37.87,11.0,17.27666667,488.0,0.0,667.0066667,0.0,198.0,0.0,519.57,0.0,8.333333333,668.0,508.3333333,0.0,14.66666667,1,54
2,2,U,B,N,12490,33463.06667,4454.76,4184.79,33391.07,12453,80.48,642.14,239.48,191,80,32,217.0,84.0,35.0,R,CENTRAL/SOUTH TEXAS AREA,Y,N,149.9899902,7.0,5.0,WCMB,1.0,0.0,O,1.0,S,M,3.0,M,7.0,1.0,C,A,0.0,D,U,U,U,U,U,Y,18.0,1000283,33.5325,204.0,29.99,0.7425,1.75,0.7,0.7,0.0,0.0,39.0,2.6775,0.666666667,0.0,0.0,0.0,4.666666667,0.0,61.33333333,0.0,11.66666667,0.0,56.0,0.0,0.0,0.0,0.0,4.666666667,0.0,90.0,0.0,31.83666667,8.0,4.48,1.333333333,1.303333333,51.33333333,0.0,94.37333333,0.0,16.33333333,0.0,27.46333333,0.0,0.666666667,61.33333333,56.0,0.0,0.0,1,54
1,1,Y,K,N,48680,96269.56667,6235.64,6076.86,95309.57,48210,124.02,1945.09,983.88,1476,838,121,1498.0,885.0,122.0,,CENTRAL/SOUTH TEXAS AREA,Y,R,99.98999023,8.0,5.0,WCMB,,,,,,,,,,,,,,,,,,,,,96.0,1000284,112.555,1107.25,83.0,16.5825,0.0,0.0,0.0,0.0,0.0,-1107.25,-26.305,2.666666667,0.0,14.0,0.0,52.66666667,0.0,419.6666667,0.0,195.0,0.0,351.3333333,0.0,0.0,0.0,0.0,114.3333333,0.0,356.7466667,0.0,294.4066667,78.0,45.26666667,17.66666667,27.21666667,367.0,0.0,419.2766667,0.0,178.3333333,0.0,231.8733333,0.0,16.66666667,419.6666667,351.3333333,0.0,8.666666667,1,50
1,1,U,A,N,18270,45755.03333,4212.09,4059.66,45097.03,18005,86.38,959.51,383.09,618,270,82,831.0,346.0,86.0,S,SOUTHWEST AREA,Y,N,149.9899902,7.0,5.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,62.0,1000285,81.735,678.25,75.0,0.495,0.0,0.0,0.0,0.0,0.0,179.75,-0.495,25.66666667,0.0,3.666666667,0.0,17.33333333,0.0,85.66666667,0.0,21.0,0.0,49.66666667,0.0,0.0,0.0,0.0,5.333333333,0.0,93.31,0.0,20.25666667,7.0,9.543333333,0.666666667,1.266666667,53.0,0.0,101.54,0.0,5.666666667,0.0,12.02666667,0.0,29.33333333,85.66666667,49.66666667,0.0,1.0,1,50
2,2,N,A,N,1708,3488.0,2237.41,2099.51,3433.0,1686,47.72,78.02,38.32,55,26,33,73.0,36.0,33.0,S,DALLAS AREA,N,N,29.98999023,4.0,2.0,,1.0,0.0,O,5.0,S,U,3.0,M,8.0,1.0,C,A,0.0,O,U,U,U,U,U,Y,953.0,1000286,32.78,44.0,32.49,0.0,0.0,0.0,0.0,0.0,0.0,-33.0,-0.29,0.0,0.0,0.333333333,0.0,1.0,0.0,11.66666667,0.0,8.333333333,0.0,10.33333333,0.0,0.0,0.0,0.0,6.0,0.0,22.18,0.0,7.276666667,2.666666667,3.303333333,1.333333333,1.05,14.66666667,0.0,26.41333333,0.0,4.0,0.0,3.043333333,0.0,0.333333333,11.66666667,10.33333333,0.0,0.0,1,48
2,2,Y,B,N,13335,47478.37667,4333.4,4255.9,47478.38,13335,90.55,1010.18,283.72,1052,269,136,975.0,261.0,113.0,S,DALLAS AREA,Y,R,99.98999023,5.0,4.0,WCMB,0.0,0.0,O,3.0,M,U,2.0,M,5.0,2.0,C,,0.0,N,U,U,U,U,U,Y,226.0,1000287,126.97,914.75,105.07,1.98,80.0,28.0,26.25,1.75,0.32,-411.75,-27.74,2.333333333,0.333333333,7.333333333,0.0,22.0,1.0,191.6666667,7.333333333,22.0,4.333333333,160.0,6.0,2.333333333,39.0,37.53666667,8.666666667,0.0,500.3433333,115.25,69.33666667,61.33333333,150.3266667,16.33333333,52.57,128.3333333,3.333333333,354.82,31.42333333,53.66666667,2.666666667,214.86,83.82666667,10.0,199.0,166.0,0.0,2.333333333,1,48
1,1,Y,A,N,1144,2197.0,1305.26,1284.59,2197.0,1144,24.24,41.45,21.58,10,5,19,16.0,7.0,20.0,T,OHIO AREA,N,N,29.98999023,1.0,1.0,,0.0,0.0,O,6.0,S,M,4.0,M,6.0,2.0,I,A,0.0,S,Y,U,U,U,U,Y,1638.0,1000288,20.125,11.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.375,0.0,0.0,0.0,0.0,0.0,0.0,2.666666667,0.0,1.333333333,0.0,2.666666667,0.0,0.0,0.0,0.0,0.666666667,0.0,1.666666667,0.0,2.986666667,0.333333333,0.173333333,0.0,0.0,0.666666667,0.0,0.973333333,0.0,3.333333333,0.0,3.68,0.0,0.0,2.666666667,2.666666667,0.0,0.0,0,54
1,1,N,C,N,11604,32802.11333,3817.33,3732.33,32726.11,11570,73.18,641.69,226.86,943,143,50,614.0,105.0,50.0,R,DALLAS AREA,Y,R,9.989997864,5.0,4.0,,0.0,0.0,,3.0,S,B,1.0,M,4.0,,A,A,0.0,N,U,U,U,U,U,N,547.0,1000289,49.99,772.25,59.99,0.0,0.0,0.0,0.0,0.0,0.0,-512.25,0.0,3.0,0.0,1.666666667,0.0,27.33333333,0.0,107.6666667,0.0,34.66666667,0.0,77.0,0.0,0.0,0.0,0.0,8.333333333,0.0,284.51,0.0,358.36,8.333333333,5.68,1.0,3.6,79.66666667,0.0,281.54,0.0,30.66666667,0.0,361.33,0.0,4.666666667,107.6666667,77.0,0.0,1.0,0,52
1,1,Y,A,N,1350,3795.186667,1473.06,1429.06,3734.19,1326,29.77,77.8,27.63,48,15,31,52.0,16.0,31.0,U,NORTHWEST/ROCKY MOUNTAIN AREA,N,R,9.989997864,2.0,2.0,,0.0,0.0,O,15.0,S,M,2.0,M,9.0,2.0,I,A,0.0,N,U,U,Y,U,U,Y,647.0,1000290,30.7325,40.75,29.99,0.7425,0.0,0.0,0.0,0.0,0.0,-21.75,0.2475,1.666666667,0.0,0.333333333,0.0,2.0,0.0,13.33333333,0.0,0.666666667,0.0,9.333333333,0.0,0.0,0.0,0.0,0.666666667,0.0,18.59666667,0.0,0.133333333,0.333333333,0.643333333,0.0,0.0,8.0,0.0,15.62666667,0.0,1.666666667,0.0,3.103333333,0.0,2.0,13.33333333,9.333333333,0.0,0.0,1,50
1,1,Y,A,N,8526,21610.15333,3603.77,3483.47,21246.15,8371,65.73,400.87,157.94,260,105,56,225.0,94.0,56.0,C,DALLAS AREA,N,R,9.989997864,2.0,2.0,,1.0,0.0,O,7.0,S,U,3.0,M,5.0,2.0,C,A,0.0,N,Y,U,U,U,U,Y,1144.0,1000291,56.24,229.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.0,0.0,0.333333333,0.0,0.0,0.0,5.0,0.0,42.66666667,0.0,18.33333333,0.0,37.33333333,0.0,0.0,0.0,0.0,8.0,0.0,64.38333333,0.0,50.54666667,6.0,2.73,0.0,0.0,44.33333333,0.0,91.62,0.0,11.33333333,0.0,23.30666667,0.0,0.333333333,42.66666667,37.33333333,0.0,0.0,1,54
1,1,Y,C,N,23549,34938.0,3150.42,3019.77,34110.0,22907,75.49,852.75,572.68,787,477,75,721.0,433.0,75.0,C,SOUTHWEST AREA,Y,N,29.98999023,5.0,4.0,,1.0,0.0,O,6.0,S,U,3.0,M,1.0,2.0,G,A,0.0,N,U,U,U,U,U,Y,694.0,1000292,75.0,796.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,8.333333333,0.0,0.333333333,0.0,54.33333333,0.0,293.0,0.0,122.6666667,0.0,232.0,0.0,0.0,0.0,0.0,63.66666667,0.0,275.7266667,0.0,207.58,11.33333333,8.216666667,3.333333333,3.606666667,330.3333333,0.0,442.5533333,0.0,18.0,0.0,40.75333333,0.0,8.666666667,293.0,232.0,0.0,1.666666667,1,52
1,1,U,A,N,17545,44559.03667,4561.23,4232.78,43939.04,17326,92.02,955.2,376.65,1099,430,80,975.0,374.0,79.0,T,OHIO AREA,Y,N,149.9899902,4.0,4.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,284.0,1000293,83.495,1129.5,75.0,0.0,30.25,7.5625,7.5625,0.0,0.2575,90.5,10.005,3.0,0.0,2.0,0.0,18.0,0.0,235.3333333,0.0,124.0,0.0,214.0,0.0,2.0,2.333333333,1.12,41.33333333,0.0,450.03,0.0,430.4,52.66666667,61.49,23.33333333,52.74333333,268.6666667,0.0,705.0633333,0.0,67.33333333,0.0,175.3666667,0.0,5.0,235.3333333,214.0,0.0,7.0,0,48
1,1,N,A,N,575,1655.0,1131.33,1101.32,1481.0,480,21.59,29.04,9.41,40,8,30,33.0,9.0,30.0,S,SOUTHWEST AREA,N,N,29.98999023,2.0,1.0,,0.0,0.0,O,11.0,S,S,3.0,M,6.0,3.0,I,A,0.0,U,U,U,U,U,U,Y,1441.0,1000294,29.99,46.5,29.99,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.333333333,0.0,7.666666667,0.0,19.66666667,0.0,1.333333333,0.0,11.66666667,0.0,3.666666667,4.0,2.356666667,0.666666667,0.0,33.04666667,0.0,1.433333333,0.0,0.0,0.0,0.0,7.666666667,0.0,21.43333333,0.0,4.666666667,0.0,13.04666667,0.0,0.333333333,19.66666667,11.66666667,0.0,0.0,1,52
3,3,U,A,N,9831,22328.02,4413.02,4314.35,22020.02,9698,93.79,478.7,210.83,467,201,54,650.0,271.0,77.0,T,MIDWEST AREA,Y,R,79.98999023,7.0,5.0,WCMB,0.0,0.0,O,7.0,S,M,3.0,M,9.0,,C,A,0.0,N,U,U,U,U,U,Y,438.0,1000295,53.69,477.75,59.99,0.0,0.0,0.0,0.0,0.0,0.0,32.25,-0.45,5.333333333,0.0,2.333333333,0.0,17.66666667,0.0,165.6666667,0.0,54.66666667,0.0,142.3333333,0.0,0.0,0.0,0.0,23.66666667,0.0,234.9133333,0.0,87.18333333,40.33333333,38.69666667,28.33333333,41.17,171.3333333,0.0,280.84,0.0,21.33333333,0.0,41.25666667,0.0,7.666666667,165.6666667,142.3333333,0.0,1.0,0,48
1,1,Y,B,N,21566,60025.0,4231.28,4125.3,59869.0,21507,87.77,1273.81,457.6,1284,629,76,1178.0,573.0,78.0,T,CENTRAL/SOUTH TEXAS AREA,Y,R,129.9899902,8.0,8.0,WCMB,1.0,0.0,O,15.0,S,M,5.0,M,6.0,2.0,I,B,0.0,H,U,U,U,U,U,Y,25.0,1000296,76.465,1262.0,75.0,0.0,0.75,0.2925,0.0,0.2925,0.0,-65.0,-0.295,5.333333333,0.0,7.0,0.0,131.6666667,0.333333333,456.3333333,0.666666667,158.3333333,0.0,313.3333333,0.333333333,1.0,8.666666667,8.05,65.0,0.666666667,464.13,0.106666667,366.5133333,67.0,38.42,32.66666667,51.89333333,207.0,0.0,328.4133333,0.0,263.6666667,0.333333333,502.2333333,0.106666667,12.33333333,457.0,313.6666667,0.0,9.0,0,48
3,3,U,A,N,6122,10494.0,2818.93,2543.73,10454.0,6095,51.91,213.35,124.39,449,239,54,453.0,249.0,53.0,C,CENTRAL/SOUTH TEXAS AREA,Y,R,129.9899902,6.0,5.0,WCMB,0.0,0.0,O,4.0,S,A,3.0,M,9.0,,,A,0.0,N,U,U,Y,Y,U,Y,223.0,1000297,54.5125,492.75,50.0,0.495,4.75,1.78,0.025,1.755,0.0,132.25,1.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50
1,1,N,A,N,3641,11405.15,3048.34,3012.57,11405.15,3641,56.84,215.19,68.7,0,0,10,13.0,5.0,12.0,C,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,29.98999023,1.0,1.0,,0.0,0.0,O,10.0,,A,2.0,M,3.0,,I,,0.0,N,U,U,U,U,U,Y,1636.0,1000298,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54
1,1,Y,C,N,60976,112961.1167,8772.57,8602.79,111960.12,60472,165.44,2153.08,1162.92,212,77,87,251.0,105.0,84.0,R,SOUTHWEST AREA,N,N,29.98999023,2.0,2.0,WC,0.0,0.0,O,6.0,S,M,2.0,M,8.0,2.0,C,A,0.0,N,U,U,U,U,U,Y,1120.0,1000299,85.315,194.5,75.0,2.2275,0.0,0.0,0.0,0.0,0.0,-51.5,-5.935,0.333333333,0.0,1.0,0.0,13.0,0.0,32.0,0.0,11.33333333,0.0,17.66666667,0.0,0.0,0.0,0.0,7.666666667,0.0,29.24666667,0.0,14.32,0.333333333,0.756666667,0.0,0.0,23.66666667,0.0,42.76,0.0,2.0,0.0,0.806666667,0.0,1.333333333,32.0,17.66666667,0.0,0.0,1,54
1,1,N,AA,N,34323,83578.12,5637.34,5329.89,83361.12,34213,115.87,1812.2,743.76,2866,1225,178,2975.0,1224.0,202.0,S,HOUSTON AREA,T,N,99.98999023,4.0,4.0,WCMB,0.0,0.0,,4.0,M,B,1.0,M,5.0,,,B,0.0,Z,U,U,U,U,U,N,241.0,1000300,161.8825,2746.25,75.0,3.96,532.0,53.2,53.2,0.0,0.16,-359.25,-47.2825,5.0,0.0,10.0,0.0,38.33333333,0.0,360.6666667,0.0,529.0,0.0,311.0,0.0,0.0,0.0,0.0,233.3333333,0.0,666.0966667,0.0,1365.27,27.33333333,32.00333333,32.33333333,84.03,683.0,0.0,1674.28,0.0,153.3333333,0.0,357.0933333,0.0,15.0,360.6666667,311.0,0.0,40.33333333,0,48
